# security split manifest (sample)
cusip,part
15130G709,development
15130G881,development
15135B101,development
15135U109,development
15189T107,development
15189TBD8,development
152006102,development
15202L107,development
152309100,development
15234Q108,development
15234Q207,development
15235A102,development
15236F100,development
152413100,holdout
153527106,holdout
153527205,development
154760409,development
15486W100,development
155038201,development
155123102,holdout
155685100,holdout
155923105,holdout
156431108,development
156431AQ1,development
15643U104,development
15643UAE4,development
156492100,development
156504300,development
156727109,development
15672X201,development
15673T100,development
15673X119,holdout
15673X200,development
15675D103,development
15677J108,development
15677JAD0,development
15678C102,development
15678U128,development
15687V109,development
156944100,development
157085101,holdout
15713L109,development
15719Y113,development
157210105,development
15743P104,development
15746L100,development
15870P307,development
15872M104,development
15912K100,development
159610104,holdout
15961R105,development
15961R303,development
159765106,development
159765205,development
159864107,development
16115Q308,development
16115Q407,development
16119P108,development
16150R104,development
16208T102,holdout
162828206,development
163072101,development
163072AA9,holdout
163072AC5,holdout
163075203,development
16307X103,development
16307X202,development
163086101,development
163086AE1,development
163092109,development
163092AD1,development
16359R103,holdout
163851108,development
16385C104,holdout
16385C203,development
164024101,development
16411Q101,development
16411R208,development
164651101,holdout
165167172,holdout
165167180,development
165167735,holdout
165303108,development
166764100,holdout
16679L109,holdout
167239102,development
168088102,development
16842Q100,development
16842Q134,development
168615102,development
168905107,development
168913309,development
